Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;text;
1;wasserlinie;175;1;175;9999;2015-11-20 03:24;Look very much afterwards.The lady belongs once officially examined.;
1;beschwichtigt;176;2;175;175;2015-11-20 03:25;If the people of the sovereigns, he could change it.;
1;francisco el aleman;177;2;175;175;2015-11-20 03:26;At the CSU party congress, the delegates passed demands to limit the number of refugees, and the Chancellor immediately rejected her speech.A great woman!Germany can be proud of it, this format has to be fi nded in the global political landscape.;
1;zaralexande;178;1;178;9999;2015-11-20 03:27;In terms of world strangeness?;
1;Ladoga1;179;2;178;178;2015-11-20 03:28;Errare humanum est, sed diabolicum perseverare. To err is human, to always be wrong is expensive.;
1;Oliver Twist aka Maga;180;2;178;178;2015-11-20 03:29;You probably believe that Merkel from charity or similar. act, right? Mrs. Merkel is a cunning autocrat. Such people do not act out of humanity.;
1;smoke_bob;181;2;178;178;2015-11-20 03:30;This format has to be found in the global political landscape.no panic, you can fi nd that relatively often. this disease is popularly referred to as old-age obsession. that is not really treatable.;
1;dzickert;182;2;178;178;2015-11-20 03:31;A great woman!Unfortunately, I have to agree with you on this point! http: //www.duden.de/recht ...;
1;beschwichtigt;183;2;178;178;2015-11-20 03:32;I'm really seriously worried about the health of Mrs. Merkel. Without irony.;
1;Viele Fragezeichen;184;1;184;9999;2015-11-20 03:33;A likewise unironic demand: What disease do you think? I believe that Mrs Merkel only very consistently follows her conviction, which may and must be criticized for legitimate and good reasons.;
1;Rubinsky;185;2;184;184;2015-11-20 03:34;"I am not familiar with mental illness. But schizophrenia comes because I think close. Read the text carefully again. And then look at what's happening in Germany. I'm not talking about associal Germans lighting refugee homes. I'm talking about what's going on in the homes (even understandable to me that ""enemies"" squeezed together so inhumanly) go to their throats. Please do not say that would not be right, just read the community leaflets and city newspapers. There is no room left. People are being penned together, they are spiders. It bangs everywhere- except in a few frames, where you can accommodate the refugees decentralized and clever supply. It's pure horror - for everyone. Just not for the,";
1;Viele Fragezeichen;186;3;185;185;2015-11-20 03:35;"Me too without irony.That makes no sense whatever she says.Sentences like""Foreclosure and idleness are not an option in the 21st century"", sounds a lot like a parallel world. 1. nobody wants that and 2. what else besides idleness does she have to offer?Even if one were to advocate the legal entry options, then they only take action when there are no more illegal entry options, where you can create facts without papers. (apart from the Al-Nursra or IS-transit status of Turkey and the fl orhing pass trade there)Even the most daring interpreters of the oracle can no longer make this bullshit a concept.";
1;Deeskalator;187;2;184;184;2015-11-20 03:36;"Yes: complete loss of reality, defiant, incorrigible, and completely immersed in their own world. Even if the IS blew up the Federal Chancellery or if a group of illegal immigrants started a terrorist campaign through Germany, they would stick to it.Are psychiatrists present? How is this called ? Paranoia, psychosis? Oh, no matter, we all know what's going on.This movie ""He's back"": I have not experienced a duller advance notice of evil in my life.One thing is certain: as of today, not my country.";
1;ZweiundZweigleichVier;188;2;184;184;2015-11-20 03:37;It has not made sense for a long time:Why does not detachment mean doing nothing at all? By the way: Who wants to isolate himself completely? Merkel meanwhile sees demons.She has serious mental problems with things like borders, fences, she obviously has a trauma, otherwise it can not be explained any more. Did not an adviser explain to you that this talk of missing caps is constitutionally nonsense?There is already no empty-minded politician-Faselei more, that is already massive disturbed thinking.;
1;ZweiundZweigleichVier;189;3;187;187;2015-11-20 03:38;A borderline disorder would be conceivable. Sorry ZON, I could not resist this template.;
1;Queensland_;190;3;185;185;2015-11-20 03:39;So I never distribute smileys, but here again I can not resist:: -) :-) :-);
1;ZweiundZweigleichVier;191;4;190;190;2015-11-20 03:40;Yes, thinking about the wall seems to be deeply anchored. I can even understand when you suffer from trauma, when you grew up imprisoned. Only traumatized people are treated and not at a position in Frau Merkel.;
1;Viele Fragezeichen;192;4;189;189;2015-11-20 03:41;@ 8.8 But she was not caught but part of the system. Mrs. Merkel would have made a political career in a still existing GDR.I thought earlier that the extent of the dilemma overwhelmed her. These are also moments when consultants retire and are glad that they are not bosses. On the other hand, the gaiety with which she made the secret in Spetember speaks against it. It did not look like she had any of a dilemma.No matter what she has - with arguments that can not be solved.;
1;Deeskalator;193;5;192;192;2015-11-20 03:42;Dear Deeskalator, her name may honor her :), yet her lines do not make it any better. Too bad that Mrs. Merkel is not 30 years older and has made a career in the GDR. Then now far fewer people would have to suffer (Note - I'm not only talking about the evil Germans, but also about all the refugees - many of whom lost their lives on the journey to the Promised Land). A good boss would part with his advisors if his company went down and try to save what is to be saved.;
1;Viele Fragezeichen;194;6;193;193;2015-11-20 03:43;In the case of splitting, polarization, denial of reality, distortion of perception, projection, devaluation of the population, idealization of all migrants, self- idealization, power strivings without a backbone, one could think of a combined disorder of personality disorder.Could....;
1;aventura;195;2;184;184;2015-11-20 03:44;I tap on Caesarean delusion (read Wikipedia);
1;bina221;196;2;184;184;2015-11-20 03:45;I am worried that we are being ruled by a woman, where many wonder if she is not demented;
1;sanne177;197;2;184;184;2015-11-20 03:46;There is also a loss of reality in the context of mental health, especially when personal benefits are linked, for example, to political conviction. This state of affairs has a certain spread and is mostly recognized retrospectively by the observers. A radical change of mind occurs promptly as soon as the new conviction is reinforced by foreseeable profits.Germany has a great tradition in this regard.;
1;Richard Kurt;198;3;188;188;2015-11-20 03:47;"She is not alone. The complete ranks of the Healing World Swatter act with meaningless Perma phrases like ""WE also have to fight the causes of flight"" etc. How and with what, please? You can choose between forcing the exodus via ""Welcome without end"" (until no one is there anymore) or setting up and deploying a militarily significant and effective troop to ""pacify"" on the ground (against whom, actually?).For the naming of realistic options I say ""Thanks!"" in advance.";
1;mer.de;199;3;187;187;2015-11-20 03:48;The immigration wave in their course stops neither ox nor donkey!;
1;beschwichtigt;200;1;200;9999;2015-11-20 03:49;"An upper limit can already exist, only no ""national"".But maybe a supranational, metanational, metaphorical or kaleidoclastic? We are simply no longer able to cope intellectually with the woman. Physicist!";
1;f. noel;201;2;200;200;2015-11-20 03:50;We are simply no longer able to cope intellectually with a woman, a physicist! As Volker Pispers once said:>>> The woman is a bang-gas experiment on two legs <<< At that time I did not really know what he meant.;
1;Blume am Wegrand;202;3;201;201;2015-11-20 03:51;Forfeiture and idleness are not an option in the 21st century, she said.Thank you, Mrs. Merkel, I understood. So the answer is to leave limits open for everyone and idleness. It's crazy what's going on in this country.;
1;vommond;203;1;203;9999;2015-11-20 03:52;Never again should a person act alone as head of state. We are currently seeing how extremely dangerous this can be. And nobody can stop them. That's the scary thing. If she comes up with the idea of expelling all Germans tomorrow, is she going to put it through?;
1;Viele Fragezeichen;204;2;203;203;2015-11-20 03:53;And nobody can stop them. 15 But they! At the next federal election;
1;sabrib;205;3;204;204;2015-11-20 03:54;It's too late by then.;
1;Viele Fragezeichen;206;4;205;205;2015-11-20 03:55;Away. Bi ,k i e remain objective. The editorial o?ce / ges;
1;gschmmbetreu;207;4;205;205;2015-11-20 03:56;:-))));
1;zaralexander;208;5;207;207;2015-11-20 03:57;Merkel is not the German head of state. 2;
1;Ticco77;209;3;204;204;2015-11-20 03:58;But that's her. Or do you seriously believe that the Federal President may still have his own opinion? 5;
1;Viele Fragezeichen;210;4;209;209;2015-11-20 03:59;"Even if you take out the Federal President there is still someone between.As Federal Chancellor one is ""only"" No. 3 in the state :) 1";
1;Hereas;211;5;210;210;2015-11-20 04:00;I try to understand your fear. Have you ever seen a refugee and talked to him or her? De fi nitiv not!;
1;Dr. Econ;212;3;204;204;2015-11-20 04:01;How big is the current number of people leaving Germany permanently? I mean Canada, USA, New Zealand, Australia etc. Not Turkey, Syria, Iraq ...;
1;mer.de;213;3;204;204;2015-11-20 04:02;Forfeiture and idleness are not an option in the 21st century, she said.The woman leaves you at a loss. Who is talking about unloading? Up to 10,000 who enter the country daily, mostly unregistered! The border gates are open wide!The least that has to be done is: restoring the RIGHT STATE. And this means: E ff ective border controls!;
1;Standpunkt;214;1;214;9999;2015-11-20 04:03;In the case of splitting, polarization, denial of reality, distortion of perception, devaluation of the population, idealization of all migrants, power strivings without a backbone, one could think of disturbance of personality disorder. Could....;
1;aventura;215;2;214;214;2015-11-20 04:04;"Alternatively, one should consider that the lady is simply a ""green mole"" in black camouflage.";
1;mer.de;216;3;215;215;2015-11-20 04:05;This message will go around the world - well then have fun paying.And no one will be able to say that he or she did not know or was not behind it. The majority of Germans consider the Chancellor's no-claims policy extremely good. As much non-binding morality as possible - the death knell for every constitutional state.;
1;beat126;217;1;217;9999;2015-11-20 04:06;or did not stand behind itUnless millions take to the streets, your esteemed Chancellor does what she wants.;
1;sabrib;218;2;217;217;2015-11-20 04:07;The more people come to Germany, the greater the rejection of these people by the local population.I get scared when I think about how Germans could respond to migrants in the future.I'm afraid the welcome exuberance will eventually turn into the opposite. But, some seem to want some ...;
1;meinungsfreizeit;219;2;217;217;2015-11-20 04:08;So I do not live in Germany anymore.But just from the comments of various newspapers, the majority are skeptical or against.That is a democracy failure.Mrs. M. as CDU Chancellor makes opposition politics.Their support is given only by extreme leftists and Greens. At most 20%.;
1;AttilasDaughter;220;2;217;217;2015-11-20 04:09;"Do not be fooled by the trolls here in the forum, who jump on every subject around refugees, their like-minded people organized here ""cart"" and then fake a non- existent folk majority. That has absolutely nothing to do with the reality of the people here in the country. Pure smear-theatrics that nobody here believes but the delusional ones themselves. But they are gullible and made financially by propaganda.";
1;47_weiblich;221;3;220;220;2015-11-20 04:10;Let's wait for the next Folketing election!;
1;D357T;222;4;221;221;2015-11-20 04:11;You realize that you are no longer in Germany. Otherwise, you would know that the overwhelming majority of Germans are more or less willing to accept migrants on a larger scale. That there is also a not small group that is skeptical to reject the rejection of course not to be kept secret and is indeed legitimate. That's where your 20% come from. And by the way: Green + extreme left would be well below 20%. That, of course, people tend to report in the forums that are dissatisfied with the policy makes sense. You probably also write a letter to the city if you want to complain about something and not to congratulate the administration on their great work.;
1;Hereas;223;3;220;220;2015-11-20 04:12;"THE CALL OF THE SIREN Oh, yes, the statement that there is still ""no upper limit"", is determined by the billion-dollar tug industry happily posted throughout Africa and Asia.Then you sell what you have there, and come here.Because you are wanted and needed here, in the land of limited impossibilities. And, greeted by Welcome-Kommi ? ees, one looks forward to a dignified and fulfilling existence in a worldwide unique social system. At least the 5-10 years it still exists.This is the best prevention against Islamism, the global hospitality!Thank you Merkel, - next year it will work out with the Nobel Prize, when the beneficial effects have become even clearer.";
1;f.noel;224;2;217;217;2015-11-20 04:13;"But that is exactly what ""A ? i ilasDaughter"" made clear. Their quote ""But they are gullible and made financially by propaganda."" is confirmed almost daily in praxi. And they go so far as to criticize their critics as a Nazi and attack them if necessary. For the latter, they have a well-respected paramilitary department.";
1;mer.de;225;4;221;221;2015-11-20 04:14;"Merkel is a master in the art of speaking without saying anything. Sentences such as ""the future of Europe will be decided by [the refugee crisis]"" or ""the Chancellor has the situation in her grasp"" are saving all the essentials. Does she have a secret plan or does she simply leave Germany to the will of Allah?Nobody knows.";
1;pro bono;226;1;226;9999;2015-11-20 04:15;The only thing the woman currently has. should have been on the safe side, would be 2 anti-stress balls.;
1;TheSmilingBandit;2271;2;226;226;2015-11-20 04:16;The only thing the woman currently has. should have been on the safe side, would be 2 anti-stress balls;
1;Volker.B.;2272;1;2272;9999;2015-11-20 04:17;I'm curious how long it takes to CDU and AfD are the same percentages. If the refugee stream stops like that, it will not take much longer.;
1;Steve2015;228;1;228;9999;2015-11-20 04:18;... Does something have to be in the drinking water - otherwise I can not explain why Mrs. Merkel has not yet been arrested ...;
1;Andre T;229;2;228;228;2015-11-20 04:19;"funny, then Blair has also had something in the water the two spoke surprisingly suddenly of a Goelichen order. Have a look at the pictures before.....For certain services, this would not be the first time you ""put something into the water"" and the rest is then arranged over the normal interference";
1;Ticco77;230;2;228;228;2015-11-20 04:20;Arrested? For what? Violation of the political views of you?;
1;seiohnesorge;231;1;231;9999;2015-11-20 04:21;"That's incredible. What arrogance is behind it. Slowly, I also believe it has to do with the desire to destroy. What is the goal of the Federal Chancellor? Once everything is down so properly, then well-meaning people can no longer take the ""protection seekers"". Then it's funny. As often repeated, for cultural, fi nancial and many other reasons";
1;bina221;232;2;231;231;2015-11-20 04:22;Maybe it is? h ps://www.youtube.com/w ...;
1;seiohnesorge;233;3;232;232;2015-11-20 04:23;already made good progress.;
1;Anne R.;234;2;231;231;2015-11-20 04:24;The numerous Merkel defenders should therefore recognize, she is a conspiracy theoriststa of which one accuses just that one part of their critics.Market conformity, the citizens have no claim to democracy, lack of alternatives until they fall away (eg in the case of banking crisis, Re screens, NSA, Greece and people pushing to us) we already knew these proverbs.NWO - I'm curious when the bow is overstretched.;
1;mer.de;235;3;234;234;2015-11-20 04:25;"... she is a conspiracy theorist ...No, not a ""theorist"". She implements the PRACTICAL.";
1;Dr Eric Turniers;236;1;236;9999;2015-11-20 04:26;Incredible! What is so important about freedom of travel? So why are we creating the biggest chaos in Germany after the end of the war? With unforeseeable consequences for the future?Only by the way, if you estimate the now 30 billion in costs per year for those already arriving in 2015 and their families, you get already on every four-headed family for about 1500 euros more tax. For the money I would like my passportshow at the German border. I would also like it if ordinary criminals as well as terrorists had to.Actually, I think it would probably be a gain for Germany even without the above cost calculation. It would also hinder the transfer of goods a bit, but the crowded highways with all sorts of trucks are no more fun.;
1;gschmbetreu;237;2;236;236;2015-11-20 04:27;just stay home ...;
1;mer.de;238;3;237;237;2015-11-20 04:28;"... and wait and see what remains foreseeable from the ""home"".";
1;Oliver Twist aka Maga;239;1;239;9999;2015-11-20 04:29;"Only the Wishiwashi speech on the Paris attacks, which spoke of charity and compassion, was of strength and determination and sounded like she was speaking the ""word for Sunday"", now she is criticizing a ""dumping"", which is not practiced in Germany at all. Which is not even, apart from some Nazis, demanded. This woman, in all seriousness, says that Putin is far from reality. I consider Putin, the former secret service man, to be a very realistic politician - quite unlike the lady in the Chancellery.";
1;Deeskalator;240;1;240;9999;2015-11-20 04:30;If only legal entry were possible, nobody would demand quotas.Insofar, with the upper limit, this is only the request to finally be able to enforce it. Is it any surreal that Ms. Merkel calls for legal entry options, while the illegal entry options completely obscure the overview of actual needs.So because of sparrow in hand and pigeon on the roof. Why should someone take the tedious risk of a legal entry request, which can certainly be rejected, if there is a safe way to get to the fleshpots.Protecting the Schengen Agreement, but not the Schengen borders, is a mess of stuff. This is not even both- as-well, oracular and unclear but impossible. A blatant attempt to blame others for the failure of Schengen.;
1;Infidel in freier Wildbahn;241;1;241;9999;2015-11-20 04:31;The fish starts to stink on the head ...;
1;Kleine Waldhexe;242;1;242;9999;2015-11-20 04:32;"So, dear CSU, you have that now. First pressure, then added again small. Be right, that you did not succeed in pushing the cap on that path. Who goes with this stubborn Mrs. Merkel on cuddly course, who deserves it no better. The pulls that through to the bi eren end, and what happens to the German citizens, she does not care.Everything just Claqeure and Yes-Sager.I've supported you all the time by the CSU, and now you're being let down by this woman. Now watch how you regain my trust.""Abandonment and idleness are not an option in the 21st century""?How many? Dear politicians, do not you realize that you are about to secede from your own people? I've got it all from sa.";
1;New Year;243;2;242;242;2015-11-20 04:33;Here!;
1;agadoo;244;1;244;9999;2015-11-20 04:34;In the whole discussion about upper limits and so on ... not a single one has yet to say hoax where this limit lies.And no one also says, what happens when this limit is reached on day X and a mother with three small children is on the border, what to do with her? Send back to the war zone?As long as the promoters do not give an upper limit to this question, the answer of Mrs. Merkel is exactly the right one.That comes to mind ... should such a ceiling actually apply for a year? Or for a month? Then at the beginning of the month many people would stand at the border. And if you can not get through this time, you have to wait another month and then do it a little earlier the next time.;
1;pane e vino;245;2;244;244;2015-11-20 04:35;why into the war zone - Austria is a war zone.What are the Swedes doing, they are warning today - there are no more sleeping places that do not say back to the war zone, which is said to remain in Germany.For this year probably the upper limit is reached. Otherwise one sets annual cap and takes care finally that European. Borders are no longer permeable to everyone and everyone. It is always from europ. Border security talked, why is nothing there???? What's so difficult ?;
1;agadoo;246;3;245;245;2015-11-20 04:36;But still the question o ff en Where is the upper limit in 2016?;
1;AttilasDaughter;247;2;244;244;2015-11-20 04:37;You've already noticed that very few mueer come with small children. They are mainly young men of military age.In addition, practically no one comes from war zones.These are people from Turkish camps or from completely different countries.;
1;janzjenau;248;2;244;244;2015-11-20 04:38;"The answer is crystal clear: Austria has the duty of care. This will then continue as a cascade to the EU's external border. With this signal, less ""tired with three small children (sic!)"" On an irresponsible dangerous journey, but in Turkey, Lebanon or anywhere else.";
1;beschwichtigt;249;7;249;9999;2015-11-20 04:39;A quarter of our parliamentarians with courage and responsibility for this country, who request a constructive vote of no confidence and the madness could be stopped. What's happening?;
1;gschmbetreu;250;8;249;249;2015-11-20 04:40;What madness ??? Is it normal for you to go and find it OK when thousands of people die?;
1;Kleine Waldhexe;251;8;249;249;2015-11-20 04:41;I have a suspicion of what is going on: the harmony with Mrs. Merkel has been declared by the most relevant people as the ultimate goal in life. I think they all shower in front of this person so that no one dares to contradict them.Unbelievable, but I can not explain that otherwise.But maybe it has something good: maybe some parliamentarians will wake up from their slumber and become active.;
1;Petrichor;252;9;250;250;2015-11-20 04:42;What are you talking about?;
1;sabrib;253;8;249;249;2015-11-20 04:43;A quarter of our parliamentarians with courage and 5 responsibility There are not that many of the kind.;
1;gschmbetreu;254;10;252;252;2015-11-20 04:44;I spoke of humanity, has probably become a foreign word here. 2;
1;Inselbewohner56;255;9;250;250;2015-11-20 04:45;Well, then sell your house and farm and go help. If you are broke then there is no H4. Thousands of people are dying day by day, you are free to die.Kind regards;
1;pane e vino;256;9;251;251;2015-11-20 04:46;However, I do not believe that harmony with Merkel is the ultimate goal of life for these people who address them. But the safe chair in the Bundestag and inthe party. 11 I think only the local authorities can stop this - if they report land under, nothing works anymore;
1;gschmbetreu;257;10;255;255;2015-11-20 04:47;That's one of the stupid slogans I fi nd. Incidentally, I've been helping for 40 years now. I have paid quite a few taxes and would like to do a little more if it helps.Otherwise, there are also words like solidarity, charity or whatever. Only the Egotrippler points to the money of others, if he is too stingy, sometimes to be there for others.;
1;Eva Had;258;9;250;250;2015-11-20 04:48;"It is true that Mrs. Mekel still has not paid UNHCR the outstanding funds (after all, 51% of the funds Germany has reduced the refugee camps) are probably in these camps many ""thousands"" die (starving) but they seem that really legitimate to fi nd that only those who can afford a trip to Germany will be helped. Apart from that, Europe consists of more than just 1 country";
1;Queensland_;259;11;257;257;2015-11-20 04:49;It is no longer about charity, but - as I read elsewhere - about the love of the world. I also do not want government being confused or mixed with any feelings. A statesman /-Meninin should fill his office with a cool head. Not all are as hard-heartedly worried about the costs as they seem. But about the social consequences and changes already - this is what most want to be asked at least once.;
1;mer.de;260;9;250;250;2015-11-20 04:50;Where are the thousands? In Austria? What do people die of? Lack of food, cold or infections? What do the UN say about that?;
1;mer.de;261;11;257;257;2015-11-20 04:51;In the context of money, only other things are concerned. And you know that very well. If things are not clearly regulated and implemented without any alternative, this country faces a socio-cultural catastrophe. Send millions of people from Mieururopa under the same procedure to any country in the Middle East. Then it's not just empty housing that burns. But the air. And with a high probability that those people have no intrinsic complication factors.;
1;seiohnesorge;262;1;262;9999;2015-11-20 04:52;We need a referendum. These profound decisions must not happen beyond the heads of the majority. Mrs. Merkel, finally act. To sit out with a friendly face is no more time.;
1;Komixer;263;1;263;9999;2015-11-20 04:53;Merkel opposes national ceilings I just can not handle it!I have often posted on this topic. I can not write anything anymore.I am speechless about so much ignorance on the part of the Federal Chancellor.;
1;sabrib;264;2;263;263;2015-11-20 04:54;I am speechless about so much ignorance on the part of the Federal Chancellor.According to statistics published in the free and independent German press, only a few hundred forists and a handful of pegidanazis disagree with the German Kanzellarina line. The fact is that the Germans want millions of Arab and other Muslim immigrants.;
1;Inselbewohner56;265;3;264;264;2015-11-20 04:55;Thank you! He was good ;
1;basmaticurry;266;1;266;9999;2015-11-20 04:56;"To vary a former German head of government: ""keep the flow of migrants in its course, neither ochs nor maritime pardon: donkeys stop"". Okay, the man was wrong at that time, as soon after was open, with Merkel, this does not seem so. After all, yes, if you can believe the polls, about 78% behind this policy. Even if you do not know what the 12% think of the undecided, even if the results differ from reality by a few percent - on the whole, broadest support for Merkel's policy. Even if this does not reflect correctly in the forum posts.";
1;Flugschreiber;267;1;267;9999;2015-11-20 04:57;And there we go again.So again my obtrusive question to all who believe here the government would act haphazardly: What's new in TTIP?This question belongs to the topic.;
1;Ernuwieder1;268;1;268;9999;2015-11-20 04:58;"I did not expect otherwise. But unlike the cheering people, I do not believe Mrs. Merkel to have any noble principles and such an unquestionable moral conscience. It is a selfish drive, in my opinion: Merkel is simply about her place in the history book.The land, the people for whose benefit she has taken her oath of office, is of secondary importance to her. Priority is given to their personal self-realization. She wants to go down in history as an immaculate person. The ""dirty work"", the ugly images of border fences and possibly tear gas should invite others. eg Erdogan. She herself wants to wash her hands in innocence. Even the burdens that she burdens the population in Germany permanently and sustainably with several million migrants, they go past the bottom.Only she herself is important, her afterlife in the future history books.";
1;basmaticurry;269;2;268;268;2015-11-20 04:59;The place (in the history book) is sure. Alone, what does that mean? Just take a look at which characters populate the history books ....;
1;PatrickFeynman;270;1;270;9999;2015-11-20 05:00;All applaud the Mrs. Merkel now ... we speak in 5 years after the next world economic crisis. Then many will realize where Germany and Europe will be.Mrs Merkel is the Chancellor who least anticipates crises (banks, social security systems, refugees) from all her predecessors, let alone any solutions ready for it.It has neither Europe nor this country by a smart framework (more can and should not even afford the policy) well placed for the future.Ms. Merkel and politics only run after societal and economic developments, even after they have shaped them.;
1;zaralexander;271;2;270;270;2015-11-20 05:01;Now applaud all Mrs. Merkel, we'll talk to each other in 5 years Great Depression. Then many will realize where Germany and Europe will stand. The global economic crisis has its beginnings in the millennium change, we are currently heading for an escalation. To blame the Chancellor for this is stupid, Germany should be addressed to the Alonsozialisten Schröder.;
1;zaralexander;272;3;271;271;2015-11-20 05:02;Salons Socialists Schröder;
1;PatrickFeynman;273;4;272;272;2015-11-20 05:03;I basically agree with you in the analysis, and I do not blame them for the causes. I did not say that at all!But Ms. Merkel has had time since 2008, together with our European partners, to set the right conditions and to take effective measures.;
1;zaralexander;274;5;273;273;2015-11-20 05:04;"But Ms Merkel has had time since 2008, together with our European partners, to set the right conditions and take effective measures.I agree with you. However, in this respect, too, I only conditionally blame the Chancellor (as part of her function).I think we all underestimate the uncontrollability of the global developments of the last 20 years and do not register here in our warm European nest how cumbersome the situation is globally at ALL levels. Currently something is happening right on our doorstep and all of Europe is jumping up and off the sofa, electrified and surprised.The fact that this growing refugee and migrant problem will reach us can be seen just a few years ago after the first massively increasing number of crashes, the warning signals from warehouses in southern Spain, Italy and Greece.I think these signs have simply been ignored due to the excessive ""daily business"". Just keep in mind the agenda of recent years (Deutsche Bank, Greece, Afghanistan, etc. and not least a large number of decision-makers living in the cozy structures of the 80s and 90s of the last century)My allegations are more for that part of the ""partners"" in the EU who enjoy good times in good times, but fail to act in times of crisis.";
1;mer.de;275;3;271;271;2015-11-20 05:05;"The reference to the ""world economic crisis"" can be read differently. Mrs. Merkel is not responsible for a possible WW crisis. But for their attempt to represent D. as economically inviolable. Even in the MOMENTAN economically extremely favorable times, it already puts a heavy burden on the country. What, and that is the real question, will leave here, when the times become financially really bad?Distribution battles with knives and Kalashnikov?";
1;Zeitzeugee;276;1;276;9999;2015-11-20 05:06;Since M is obviously not well disposed to the German citizen, we should perhaps cheer her better. Maybe she will turn then.;
1;eza;277;1;277;9999;2015-11-20 05:07;"Merkel has never solved problems. Why does anyone expect this now? She can not and always buys herself with her empty phrases only time? Merkel's only motive is power ... but she does not stop at Germany: ""then this is no longer my country"". But Germany does not care about her either.At the same time, the crises become more and more insoluble and more expensive.The euro countries have long strapped this. Germany pays, the other states only cash in and Merkel murkselt (does not matter).The refugee spook would be over quickly, if Germany determines that the Dublin agreement from 01 December 2015 applies again!";
1;AttilasDaughter;278;2;277;277;2015-11-20 05:08;then this is no longer my countryThat she refers to herself, which is a huge emergency situation in the country. And that she rejects any responsibility but seeks the blame elsewhere. These are typical behaviors of a narcissist.;
1;Luzifers answer;279;1;279;9999;2015-11-20 05:09;Away. Bi ? e express yourself in terms of content. The editorial o?ce / mak;
1;LionelM;280;1;280;9999;2015-11-20 05:10;As soft and malleable as Seehofer was never a Bavarian Prime Minister. If he knew what the mood of the Bavarian population is now, he would become even paler than he already is. As soon as the Chancellor has to go (a ceremony for Germany), Seehofer must go too, because he stands in the meantime just as much for this Hippie policy (English newspapers), as Dr. med. Merkel.;
1;no-panic;281;1;281;9999;2015-11-20 05:11;"Well, she's right, but unfortunately forget that the CSU has not yet arrived in the 21st century. ""Laptop and Lederhose"" was just a vision.The CSU (not Bavaria), like the sala fi les, hangs in an earlier century and, like the sala fi ns, lays religion according to its own criteria.Vertane time, Mrs. Merkel.";
1;no-panic;282;2;281;281;2015-11-20 05:12;"Correction: ""interpret"".";
1;ulla54;283;1;283;9999;2015-11-20 05:13;Merkel wants hypocritically the Nobel Peace Prize, as the mu¯er of all refugees.No upper limit but bi¯e, dear Turkey, do you keep the refugees back, so I continue as Holy one, who welcomes everyone.;
1;Lakkahillo2;284;1;284;9999;2015-11-20 05:14;Mrs. Merkel has heart, but no plan. Gerhard Schröder Mrs. Merkel has no heart, but a plan of mine And I would like to know what the plan is. I can imagine a lot, which goes far beyond a place in the history books and certainly not as a Robin Hood of the refugees.;
1;Rubinsky;285;2;284;284;2015-11-20 05:15;For example?;
1;sabrib;286;2;284;284;2015-11-20 05:16;"And I'd like to know what the plan is.""Did not you listen? Everyone is allowed to immigrate to Germany with a Syrian passport. Even 8 times!""Eight refugees entered under the name of an A¯entäters"" h¯p: // diepresse.com/home ...";
1;Schönheit;287;3;286;286;2015-11-20 05:17;Thanks for the link. I did not know. Crazy. In the meantime, I think the Chancellor is a dangerous person.;
1;meinungsfreizeit;288;1;288;9999;2015-11-20 05:18;We do not have to shut down, sooner or later our European neighbors and ex-friends will do it for their own sake.But then a scrapping from us, with fence and controls in the direction of Germany! At the moment we are playing the game:Germany against the rest of Europe ..., isolated, suspiciously observed and regarded as a source of refugees and refugees By-pass country for terrorists already feared.Never before has a German head of government opposed the interests of his own people and the interests of Europe.;
1;sabrib;289;2;288;288;2015-11-20 05:19;Never before has a German head of government opposed the interests of his own people and the interests of Europe.You can ask for 80 million clicks.;
1;ZweiundZweigleichVier;290;1;290;9999;2015-11-20 05:20;Away. You refrain from inappropriate comparisons. The editorial o?ce / mak;
1;phergoph;291;1;291;9999;2015-11-20 05:21;Sumte as a blueprint.What are affordable capacities? If there should be, then there must also be an upper limit. Mrs. Merkel crashes the FRG into terrible chaos;
1;Besuch vom Krampus;292;1;292;9999;2015-11-20 05:22;"Seehofer shows himself ? ? by MerkelI show myself Se ? deceived by Seehofer and the CSU. Unfortunately, Seehofer neither had the courage nor the wisdom to put Merkel in his place. Well, there are also the SPD, against which he must punch through the house and their officials (at least those in the first row)o obviously closed, have lost their reason. But for a while I really believed that Seehofer would finally act for the good of Bavaria and the Federal Republic. Nope.By now you can only wait for it to crash, and it will. It will not take long, either. The only question is, how big the bang will be. In the meantime, I believe that he will be so big that he will not only sweep Merkel out of office, but will shed everything here to its foundations. In any case, none of these soup bar people need to wonder more about ""politics"" or the like, or even to complain. One can only have contempt for these figures.";
1;Chambord;293;1;293;9999;2015-11-20 05:23;Yemen is also raging a civil war.;
1;ulla54;294;2;293;293;2015-11-20 05:24;He does not count, because Saudi Arabia is also murdering with Germans.But this is another sign of the Merkel's hypocrisy: for humanitarian reasons, we have to absorb everything that comes, for geopolitical reasons we supply weapons to totalitarian regimes, let's let Morden kill us through Ramstein ......;
